Sample.ID,BCL11A,IGF1R,SLC22A5,LFNG,BRCA2,CCND1,MARCH6,SCAMP4,CDK6,PDLIM4,EZH2,PSMD10,TRABD,TEX14,SLC25A1,CDC5L,TSPAN2,RPS6KA5,SNTB1,BRCA1,TMBIM1,MDP-1,ZNF570,FLJ10213,IWS1,ADRA2C,C9orf21,CHCHD1,CEBPE,SFTPD,TTC31,C15orf29,WDR40B,HOXD10,EIF5B,SCMH1,ISLR,FLJ30092,RRM2B,CCDC69,ADCY4,SERPINI2,RAB42,FLJ20489,ADMR,HRH1,MRCL3,ARHGAP29,YTHDC2,CST9L,BRCA_Subtype_PAM50
TCGA-A8-A09M,-2.7778571428571404,1.9981875,1.6615,0.67175,-1.92375,0.7555,0.03325,0.292125,-3.2624,-0.68325,-0.689866666666667,-0.60775,0.4413,1.471375,-1.09783333333333,-0.6859999999999999,0.132666666666667,0.4517,-2.38425,-0.826333333333333,0.7405,0.85875,-0.5075,-0.9890000000000001,-0.635166666666667,-2.0909999999999997,-0.771166666666667,0.5045,0.6459999999999999,2.52925,-0.45275,0.674875,0.22975,-0.895,-0.3417,0.23025,3.79625,0.618333333333333,1.16816666666667,0.004375,3.1985,0.3095,0.0725,0.336125,0.2285,-1.8765,0.794666666666667,0.1785,0.410125,0.585,LumB
TCGA-A8-A09N,-2.60985714285714,1.476,1.03975,0.828625,-0.8335,1.07725,0.556416666666667,0.748,-2.6815,-1.649,-0.540733333333333,0.5265,-0.3934,1.182125,-0.939833333333333,0.311,0.032,1.3231,-1.55925,-1.2605,-0.592375,0.60175,0.6235,-1.27875,-0.767833333333333,-2.9330000000000003,-0.586,1.044625,0.3745,2.495,-0.4595,0.02025,0.265583333333333,0.701666666666667,0.3367,0.7535,3.42475,0.261166666666667,0.309666666666667,0.089875,3.4125,0.33799999999999997,-1.69575,0.18275,0.48200000000000004,-1.453,0.682333333333333,1.886,0.34325,-0.647,LumB
TCGA-A8-A09Q,-1.90857142857143,0.17475,1.575,0.711625,-2.5405,0.868833333333333,0.591916666666667,0.06,-2.9142,-1.435,-2.44114285714286,0.137,0.3469,1.591,-0.0316666666666667,-0.8735,0.9490000000000001,0.7282,-1.092,-1.74333333333333,0.06675,0.1265,0.10300000000000001,-1.10825,-0.807166666666667,-0.4323333333333329,-0.4578333333333329,0.931375,-0.221,1.80125,-0.5655,0.47025,0.3938,0.922666666666667,-0.180333333333333,-0.24175,3.92475,-0.7508,2.07016666666667,0.52375,3.51333333333333,-0.2395,0.1815,-0.38225,-0.6055,-0.874333333333333,0.5236666666666671,0.27899999999999997,-0.020875,1.6785,LumB
TCGA-A8-A09R,-3.1786428571428598,1.0190625,1.41875,1.92275,-1.288,0.5286666666666671,0.332583333333333,0.59625,-2.6057,-0.03475,-1.6782,0.31675,0.1004,-1.366625,-0.699166666666667,-0.91875,0.850833333333333,0.076,-0.38025,-0.7655,0.867375,0.657,-0.9840000000000001,-1.26125,-0.0255,-1.5103333333333302,-1.08333333333333,0.2915,0.14,1.77075,-0.174,0.10175,0.03525,-0.829833333333333,-0.3812,-0.46825,3.736,-0.0263333333333333,1.25333333333333,0.0365,3.3395,0.738,-1.16875,0.1595,0.34600000000000003,-1.32966666666667,1.5335,-0.502875,-0.07675,1.49425,LumB
TCGA-A8-A09T,-2.9956428571428595,0.9578125,0.51725,1.309375,-1.00575,0.5210833333333329,-0.1595,0.94175,-3.3038,-0.1875,-1.7056,-0.08375,0.2313,0.836875,-1.00516666666667,-0.5479999999999999,-0.4641666666666671,0.2188,-1.632,-1.23241666666667,0.846,0.11,-0.7315,-1.29875,-0.2185,-2.8796666666666697,-0.88,0.5925,0.27899999999999997,0.92075,-0.03,0.347875,-0.108416666666667,0.112666666666667,-0.1085,0.3225,3.77225,-0.4135,1.4651666666666698,-0.699625,2.8836666666666697,-0.2225,-0.34625,0.444375,0.2465,-1.35566666666667,0.988333333333333,1.81575,0.33925,0.43975,LumA
TCGA-A8-A09V,-3.6074285714285694,1.8684375,1.45,2.423125,-1.712,-0.252833333333333,0.18466666666666698,0.406625,-3.3552,-0.38675,-1.091,-0.27825,0.4337,-1.322875,-1.305,-0.6725,0.6835,1.0518,-2.5205,-1.2893333333333301,0.228375,-0.47025,0.0395,-0.389,-0.22683333333333303,-3.26333333333333,-1.00283333333333,0.297125,0.1475,2.03875,-0.00725,0.853875,0.5308333333333329,0.19733333333333303,0.2198,0.3435,3.65075,0.337333333333333,0.40516666666666706,-0.688375,3.31783333333333,-0.369,-1.6525,0.51075,0.3055,-1.765,0.7241666666666671,2.170875,-0.0195,4.90425,LumA
TCGA-A8-A09W,-3.1800714285714307,-1.7681875,1.189,0.454375,-3.042,-2.2114166666666697,-0.946333333333333,1.03025,-3.2976,-0.66725,-1.6708,-0.3895,-0.0492,1.344375,-0.032,-0.59875,0.9653333333333329,0.336,-1.42175,-1.137,1.301625,-0.0805,-0.494,-1.6495,-1.28716666666667,-2.7030000000000003,-1.03433333333333,0.98025,0.0885,0.65975,0.064,0.5379999999999999,0.53125,0.3963333333333329,0.0162,0.4895,3.68,-0.301833333333333,1.24,0.168625,2.8960000000000004,-1.138,-0.8075,0.749625,0.3375,-0.591833333333333,1.31783333333333,0.052625,0.423125,-0.3585,LumB
TCGA-A8-A09X,-1.04421428571429,-2.3784375,1.29425,1.515375,-0.43700000000000006,-0.24075,0.25325,0.703,-2.2563,-1.52475,-0.876333333333333,-0.339,0.0778,-1.27471428571429,0.5216666666666671,-0.47525,0.3605,1.3883,-1.504,-1.24616666666667,0.215,-0.73675,-0.5529999999999999,-1.2925,-0.3713333333333329,-1.4175,0.336166666666667,0.761625,0.087,1.17375,-0.4775,0.985375,0.51,0.4615,0.3091,-0.01575,3.55775,-0.346666666666667,0.740166666666667,0.5325,4.21583333333333,0.7855,0.64125,0.69525,-0.0955,0.570166666666667,0.895666666666667,-0.1675,0.6995,-1.2735,Her2
TCGA-A8-A09Z,-4.00623076923077,0.8808125,1.67825,1.23025,-1.34475,-3.1595833333333303,-0.4735,0.92375,-3.7802,-0.5670000000000001,-2.2897333333333303,0.06275,0.703,-0.912875,-0.5473333333333329,-1.1275,0.797,1.4266,-2.12925,-1.80716666666667,1.858625,0.023,0.032,-1.8945,-0.5315,-2.5745,0.586333333333333,0.5585,0.951,2.49725,0.30825,0.089875,0.0424166666666667,0.0198333333333333,-0.2098,0.2505,3.24075,-0.984833333333333,0.5143333333333329,0.022125,3.22433333333333,0.131,-1.3605,0.60975,0.4805,-1.44966666666667,0.647833333333333,1.796,0.384875,1.956,LumB
TCGA-A8-A0A1,-2.6886428571428596,0.9340625,1.66025,1.94875,-0.677,1.14558333333333,0.0974166666666667,0.3825,-2.9125,-0.2555,-1.8996,-0.34325,-0.1202,0.103875,-0.882666666666667,-1.10975,1.0413333333333301,1.0286,-0.505,-0.966916666666667,1.001875,-0.90125,-0.1455,-0.73275,-0.3,-2.94116666666667,-0.141666666666667,0.30275,0.597,1.6545,0.22175,0.66075,0.38875,-1.1595,0.0926,0.48200000000000004,3.7175,0.3505,0.4385,0.9665,3.4951666666666696,0.7509999999999999,-0.62,0.50375,0.5485,-1.13066666666667,0.7755,0.366625,0.19375,1.0590000000000002,LumA
TCGA-A8-A0A2,-2.6497142857142904,1.15125,2.16275,0.71625,-1.49575,0.321833333333333,0.744666666666667,0.513375,-2.9889,-0.5479999999999999,-1.9422,-0.78475,-0.1008,-0.464625,-1.0375,-0.34225,0.4403333333333329,1.1895,-2.0275,-1.68425,0.15975,-0.804,-0.034,-0.4195,-0.3986666666666671,1.25966666666667,-0.553166666666667,0.515375,1.1395,1.838,-0.0695,0.566125,0.0941666666666667,0.567333333333333,-0.0966,0.2875,3.571,0.301833333333333,0.5101666666666671,-0.257,3.23116666666667,-0.369,-1.92,0.478,0.19,-1.40033333333333,0.8895,1.981125,1.042375,0.077,LumA
TCGA-A8-A0A4,-1.07157142857143,0.295125,1.72775,2.49975,-0.7615,1.02833333333333,0.534583333333333,0.724625,-3.20011111111111,-0.06425,-2.1558,-1.80925,0.0125,0.41425,-0.9390000000000001,-0.85025,2.3115,0.8618,-2.21375,-1.36025,0.665375,-0.6615,0.0495,-0.76925,-0.860166666666667,0.2225,-0.4015,0.283875,-0.2135,2.0495,-0.233,0.607625,0.96,0.1745,-0.0248888888888889,0.72525,3.70675,0.168,-0.091,0.90325,4.2445,-0.4615,-2.4575,0.73375,-0.10800000000000001,-0.210333333333333,0.28866666666666696,0.540375,0.44825,4.33925,LumA
TCGA-A8-A0A6,-0.581857142857143,0.36325,0.9445,3.128125,-1.98625,1.7203333333333302,0.012,0.82175,-2.1751,0.4065,-1.32653333333333,-0.23125,0.4465,-1.38225,-0.9673333333333329,-0.7755,1.22766666666667,0.009700000000000009,-1.56975,-1.6730833333333301,0.932875,-0.5429999999999999,-0.736,-1.07,-0.4776666666666671,-1.1485,-0.9985,0.44725,0.5485,2.32475,-0.31875,0.61525,0.501181818181818,0.829333333333333,-0.2115,0.526,3.75025,0.1085,-0.00983333333333333,0.811375,3.824,0.1765,-0.61575,0.611,0.527,-1.35416666666667,1.32933333333333,0.3805,-0.012,1.38425,LumA
TCGA-A8-A0A7,0.0360714285714286,-2.31625,0.9740000000000001,1.426625,-1.66125,-0.64625,-0.830666666666667,0.318142857142857,-1.6548,-0.451,-1.30866666666667,0.08525,0.294,-1.14875,-0.85,-0.6385,1.7631666666666699,-0.4168,-0.88825,-1.94808333333333,1.55075,0.44025,-0.1315,-1.09,-0.703166666666667,0.569,-0.24116666666666697,0.264375,0.004,0.43200000000000005,-0.56375,-0.3675,0.19225,0.5615,-0.3604,-0.2205,3.97675,-0.4906666666666671,1.30433333333333,0.96825,2.98133333333333,-0.0005,0.4385,0.3895,0.0405,-0.365333333333333,1.54716666666667,0.271875,0.22399999999999998,-0.8125,Her2
TCGA-A8-A0A9,-3.86635714285714,0.9544375,2.16875,2.5455,-1.237,2.97808333333333,0.67475,0.7285,-3.4016,-0.4105,-1.5081333333333302,-0.4865,0.4328,-0.248375,-0.937333333333333,-0.5245,-0.24600000000000002,0.8626,-0.474,-1.4455833333333301,0.332,0.47025,0.052000000000000005,-0.58875,-0.19533333333333303,-0.814166666666667,-0.9935,0.356375,0.7805,0.39,-0.54925,0.554375,0.26975,-0.578833333333333,-0.369,0.32125,3.70225,-0.728666666666667,-0.251666666666667,-0.346125,3.1388333333333303,0.0405,-0.8305,0.22399999999999998,-0.0475,-0.491333333333333,0.9826666666666658,1.5595,0.404875,2.22375,LumA
TCGA-A8-A0AB,-1.70071428571429,0.5623125,1.6669999999999998,3.11725,-1.47725,-0.0426666666666667,0.258,0.426625,-3.315,-0.29625,-0.989866666666667,0.24425,-0.3047,-0.4395,-1.031,-0.59875,0.594,0.8434,-1.68025,-0.529583333333333,-0.581125,-1.044,-0.5525,-0.252,-0.4896666666666671,-2.0975,-1.62033333333333,0.60725,-0.8855,0.22425,-0.708,0.51775,0.295,0.891166666666667,0.0141,-0.256,3.61575,0.18983333333333302,-0.1815,-0.71225,2.37483333333333,-0.0715,-1.1955,0.45925,0.11800000000000001,-0.736,0.777333333333333,1.397875,0.761875,-0.09425,LumA
TCGA-A8-A0AD,-3.2806428571428596,1.2535,1.1335,2.555125,-1.80825,1.7913333333333301,-0.3635,0.800375,-3.0797,0.29475,-2.04973333333333,-0.3325,0.5535,2.20825,-0.634833333333333,-0.324,-1.0905,0.622,-0.16275,-1.4998333333333302,1.04,0.122,0.5845,-1.2215,-0.3658333333333329,-3.486,-0.7635,-0.44375,-0.364,-0.32575,-0.1605,0.132125,0.0847272727272727,0.253,-0.0991,-0.099,3.24325,0.110833333333333,0.547833333333333,-0.07075,3.2935,0.28,0.652,0.96025,0.08800000000000001,-0.839,1.2933333333333301,1.44725,0.474125,-1.07875,LumA
TCGA-AN-A03X,-2.43714285714286,-0.094125,1.3475,1.3525,-1.41225,0.887333333333333,-0.0791666666666666,0.519125,-2.6717,-0.205,-1.9958,-0.14175,0.3199,1.4780000000000002,-0.19783333333333303,-0.2545,0.9435,0.8690000000000001,-0.8275,-1.2055,1.014625,-0.18,0.253,-1.34975,-0.6588333333333329,-1.4805,-0.322,0.288875,0.9555,2.122,-0.42700000000000005,0.802625,0.0790833333333334,-0.304166666666667,-0.1393,-0.883,3.6975,-0.573333333333333,1.758,-0.45175,2.8480000000000003,-0.302,-0.19475,0.643625,0.055999999999999994,-0.093,0.618,-0.129125,0.861625,0.47025,LumA
TCGA-AN-A03Y,-2.9130714285714303,0.2930625,1.89625,0.46925,-0.5695,3.0391666666666697,1.23266666666667,0.65025,-3.5093,-1.34525,-0.46799999999999997,0.41325,-0.2908,2.1255,-0.800666666666667,0.156,-0.20800000000000002,0.6508,-1.9809999999999999,-1.12775,-0.08175,-0.0915,-0.1205,-0.15525,-1.17116666666667,-1.5328333333333302,-1.5421666666666698,0.20625,1.8735,-0.44575,-0.17825,0.575375,0.44572727272727297,0.6575,-0.0203,0.27025,3.491,0.610166666666667,1.96733333333333,-0.0285,3.86933333333333,2.0195,-1.95025,0.8655,0.1075,-2.1115,0.4315,1.942375,0.5845,1.47525,LumB
TCGA-AN-A041,-2.5312857142857097,1.886,1.166,2.303125,-0.33675,0.544,0.17366666666666697,0.722,-2.4382,0.0985,-1.7863333333333302,-0.58225,0.4921,-1.490375,-0.0845,-0.2725,1.4535,-0.5946,-0.98325,-0.841416666666667,1.050125,-0.226,0.40299999999999997,-0.55425,-0.015,-2.89466666666667,-1.015,0.411375,-0.004,1.32575,-0.0345,0.914,0.301416666666667,1.032,-0.0729,-0.56675,3.437,0.40983333333333294,0.813,-0.45975,4.07416666666667,-0.34299999999999997,-1.35275,-0.54,0.0845,-0.110833333333333,0.946333333333333,-0.20375,-0.031875,1.99325,LumA
TCGA-AN-A046,-2.41971428571429,0.2954375,1.1915,1.38725,-1.1285,0.21425,0.141583333333333,1.121375,-3.1191,-1.33125,-1.199,-0.6995,0.9171,0.556625,-0.2425,-0.73275,1.19666666666667,1.0822,-1.8635,-1.83908333333333,0.290875,-0.09925,0.5195,-0.97025,-0.554333333333333,-3.173,-0.3215,0.959125,0.821,1.3115,-0.2135,0.818,-0.045,-0.1895,0.0754,0.7490000000000001,3.5669999999999997,0.115,-0.254,0.196375,3.87633333333333,0.07,-0.21825,1.014375,0.331,-1.09716666666667,0.612833333333333,1.860375,0.2165,4.939,LumA
TCGA-AN-A049,-1.7777857142857099,-0.130625,1.24875,1.7275,-0.0615,0.776416666666667,-0.3519166666666671,0.49075,-3.3258,0.3695,-2.43633333333333,0.185,-0.4789,1.62375,-1.08266666666667,-0.00025,1.33316666666667,0.4574,-1.2865,-1.256,-0.00775,0.54275,-0.955,-2.03175,-0.17366666666666697,-2.80566666666667,-0.580166666666667,0.477625,1.661,1.124,-0.135,0.364,0.341166666666667,0.8490000000000001,0.00159999999999995,0.05475,3.403,-0.0938333333333333,1.22416666666667,-0.189875,3.4541666666666697,0.499,-1.32625,0.184375,0.47200000000000003,-0.629833333333333,1.38433333333333,0.679125,0.891625,3.36925,LumA
TCGA-AN-A04A,-1.66485714285714,2.4980625,1.40325,2.17025,-1.3155,0.18391666666666698,-0.0290833333333333,1.029625,-2.463,0.29125,-2.2306,0.5195,0.2742,-0.997875,-0.2115,-1.4715,2.40733333333333,0.4796,-1.7895,-2.02018181818182,0.43925,-0.18375,0.4875,-2.1245,-0.564666666666667,-0.4346666666666671,-0.293333333333333,0.318625,0.6235,0.877,-0.48175,0.173375,1.2913636363636398,0.3546666666666671,0.1456,-0.1755,3.6675,-0.162333333333333,1.06166666666667,-0.55,3.1225,-0.188,-0.67125,0.013375,0.2915,0.448666666666667,0.569333333333333,0.698714285714286,-0.34375,0.63175,LumA
TCGA-AN-A04C,1.1643571428571398,-1.2445,1.4525,2.678375,0.00524999999999999,-0.263666666666667,1.08975,0.96675,-3.3042,0.60625,-0.994066666666667,-1.129,0.4334,-0.85625,-0.17,-0.2865,0.105,0.7659999999999999,1.214,0.4524166666666671,0.289625,-1.29175,0.8865,-1.39675,0.336833333333333,-2.80166666666667,-0.8809999999999999,0.967375,1.3905,0.64575,0.0075,0.3435,0.42200000000000004,0.984333333333333,0.2167,0.319,3.05075,0.0185,0.837833333333333,-0.507625,3.62,-0.9305,-0.34325,1.240375,-0.4535,-0.0535,1.224,-0.706875,0.3605,2.315,Her2
TCGA-AN-A04D,3.1185714285714305,-1.5013125,1.23825,0.312875,-4.2575,-3.51233333333333,-0.21425,0.76,-2.9907,-1.10275,0.305933333333333,-0.44825,0.457,0.920375,-0.4503333333333329,0.1985,1.36633333333333,0.6988,-1.12775,-0.4616666666666671,-0.602375,-0.85775,1.1945,-1.17475,0.0493333333333333,-3.51966666666667,-1.27566666666667,0.807125,2.2725,0.86925,-0.39725,0.09075,0.194166666666667,-0.5133333333333329,0.1419,2.20475,2.93875,0.852,1.1038333333333301,-1.23325,3.95583333333333,-0.589,-0.4725,0.718625,0.2285,-1.587,0.259333333333333,-0.3175,0.73325,-0.95175,Basal
TCGA-AN-A0AJ,-2.18085714285714,-0.3410625,0.5295,2.51525,-0.48275,0.70125,0.20241666666666697,0.327125,-3.1314,-1.2890000000000001,-1.34146666666667,0.41825,-0.0787,2.551125,-0.3595,0.318,0.552666666666667,0.442,-0.88475,-0.44125,0.17825,-0.47125,0.489,-1.2955,-0.6475,-3.1653333333333302,-0.742166666666667,0.73975,0.6755,3.58875,0.3015,0.14775,0.48125,-0.00200000000000002,0.2135,-0.45225,3.47725,0.028999999999999998,0.939833333333333,-0.038375,2.7805,3.0239999999999996,-0.04675,-0.211875,0.222,-0.848666666666667,0.735,-0.032375,0.161625,0.3785,LumB
TCGA-AN-A0AK,-2.44792857142857,1.7270625,1.6155,3.113375,-0.11575,0.19899999999999998,0.521,0.99025,-3.3267,-1.3095,-1.2782,-0.89575,0.2549,1.3495,0.168,0.10099999999999999,-0.4446666666666671,0.4643,-1.32225,-0.3644166666666671,0.966,-0.3515,1.034,-2.9815,0.267166666666667,-1.39366666666667,-2.127,0.634,0.5905,0.36075,0.63625,0.66725,0.34091666666666703,-0.340833333333333,0.2884,0.331,3.2739999999999996,0.0041666666666666605,-0.171,-0.37675,3.0313333333333303,0.64,-1.4645,1.01675,0.852,-1.66316666666667,0.858666666666667,-1.120125,-0.569375,-0.3395,LumB
TCGA-AN-A0AL,1.56285714285714,-0.309875,0.16899999999999998,1.580375,0.36725,-0.23008333333333303,-0.547,0.467625,-0.3712,1.1875,-0.804,-0.79075,0.9608,-1.423375,-0.761833333333333,0.44525,0.704333333333333,0.1072,1.4280000000000002,-1.3546666666666698,2.333,-0.675,0.0525,-0.816,-0.2225,-2.97966666666667,0.0036666666666666705,-0.064,1.304,-0.5845,-0.66075,0.5645,0.24825,1.8718333333333301,0.0197,0.78375,4.19625,-0.493,0.637833333333333,0.14825,3.87133333333333,0.1585,0.36475,0.160625,0.4015,0.127166666666667,1.19016666666667,-0.17925,0.26375,-0.20075,Basal
TCGA-AN-A0AM,-3.1546428571428597,3.9568125,2.06125,1.225875,0.0425,-0.04025,1.5999166666666698,0.36375,-2.6876,-0.34425,-1.5076666666666698,0.05425,0.7443,0.1525,0.10516666666666699,-1.2670000000000001,-0.303333333333333,-0.7553,-0.97875,-1.41891666666667,-0.463625,-0.10300000000000001,-0.28,-1.66175,-0.39883333333333293,-1.7536666666666698,-0.19916666666666696,0.200125,1.6055,4.32425,-0.62425,0.194125,0.312833333333333,-0.151166666666667,-0.0428,-0.25975,3.72625,-0.4758333333333329,0.22383333333333302,-0.189625,2.0945,0.0765,-0.89425,0.05575,0.127,0.364166666666667,0.3643333333333329,-0.7145,0.56875,0.01775,LumB
TCGA-AN-A0AR,2.0007142857142903,-0.353125,-0.0095,-0.96675,1.61625,0.4539166666666671,0.4998333333333329,0.181375,-0.3466,-0.8109999999999999,-0.672733333333333,-0.23225,0.0588,-0.7929999999999999,-0.260666666666667,0.03025,-0.293,1.6332,-0.35675,-1.63225,0.4885,-0.581,1.676,-1.719,-0.0325,-2.2395,-0.879833333333333,0.928875,0.4585,1.60425,-0.87475,0.11975,-0.0221666666666667,-0.5128333333333329,-0.1738,-0.45899999999999996,3.44425,-0.0546666666666667,-0.8115,-1.077125,2.58383333333333,0.09699999999999999,-1.097,-0.068625,0.5675,-1.264,-0.0171666666666667,0.546125,-0.29875,-0.69925,Basal
TCGA-AN-A0AS,0.3525,-1.00125,0.1565,2.83525,-1.776,0.28966666666666696,-0.131,0.408,-2.2476,0.14575,-2.41386666666667,-0.60875,0.7624,-1.64275,-0.0125,-0.73825,0.4985,1.6059,0.6635,-2.2785,1.242375,-0.99925,-0.1115,-0.4735,-0.3783333333333329,-1.20983333333333,-0.085,0.927125,2.3805,2.59075,-0.21975,0.18325,-0.119583333333333,-0.0508333333333333,-0.1015,0.27699999999999997,4.22575,-0.3985,-0.106333333333333,-0.584375,2.989,-0.3185,0.312,0.380625,0.4655,0.127166666666667,1.107,2.576625,-1.301,-0.71275,LumA
TCGA-AN-A0AT,1.79385714285714,0.239875,-0.22925,0.244125,1.74175,0.572583333333334,-1.14983333333333,0.295375,-1.0751,0.31025,-1.5358666666666698,-0.18875,-0.2243,-0.600875,-0.32583333333333303,-0.02875,2.73633333333333,0.1016,-1.11725,-3.0265,0.8625,-0.32575,0.78,-1.7975,-0.0696666666666667,-3.43916666666667,0.5031666666666671,-0.117375,0.865,0.54975,-0.07725,0.050125,-0.0160833333333333,-0.8490000000000001,0.2904,0.32975,3.48225,-0.9575,0.0233333333333333,-0.5225,2.86533333333333,-0.3025,0.348,-0.509375,0.11,-1.15166666666667,1.6846666666666699,-0.914,-0.174875,-1.40175,Basal
TCGA-AN-A0FD,-2.83546153846154,-0.4773125,1.035,1.532375,0.38575,0.1515,0.15625,0.21075,-2.8547,-0.054000000000000006,-1.85166666666667,-0.5415,0.1423,3.746875,-0.807,0.19925,1.5719999999999998,1.1135,-1.20975,-2.68472727272727,-0.061375,-0.1015,-0.00900000000000001,-1.1415,-0.4958333333333329,-3.2546666666666697,-0.989166666666667,0.395125,-0.052000000000000005,3.1,-0.71825,-0.20725,-0.91,0.695666666666667,0.016,-0.0985,3.48575,0.4765,0.131166666666667,-0.706142857142857,2.5046666666666697,0.7,-0.72475,0.2695,0.3365,-0.852833333333333,0.7788333333333329,0.759,-0.17925,6.8685,LumA
TCGA-AN-A0FF,-2.23135714285714,0.3781875,1.35325,2.45425,-0.4975,0.55975,-0.226416666666667,0.787375,-2.8584,-1.3745,-1.10493333333333,-0.66875,0.3788,0.894,-1.23016666666667,0.037000000000000005,1.5005,0.0383,-2.3165,-1.4675833333333301,-0.03025,0.278,-0.0895,-1.2295,-0.3851666666666671,-1.39766666666667,-0.4876666666666671,0.546375,-0.1935,3.53375,-0.7055,0.4745,0.12191666666666699,-0.27833333333333304,-0.0715,-0.02575,3.4675,0.4923333333333329,0.314,-0.434625,3.4261666666666697,-2.1575,-1.2925,0.484875,-0.0315,-0.8585,1.00333333333333,0.466375,-0.29725,6.5315,LumB
TCGA-AN-A0FJ,3.5456428571428598,0.7780625,-0.39825,0.108625,-1.29,-1.43675,0.4244166666666671,-0.406,0.045,0.41125,-0.3582,0.275,-0.1027,-2.3315,-1.5663333333333302,0.1135,-0.870666666666667,-0.6037,0.07325,-0.5483333333333329,0.646125,-1.26275,1.3855,-2.24475,0.19,-3.78966666666667,-0.391,0.043125,2.657,1.537,-0.49175,0.57125,0.208090909090909,0.855166666666667,0.4495,0.7005,3.23025,0.18816666666666698,-0.17266666666666697,-0.9295,3.60266666666667,-0.8515,-0.49625,-0.11225,0.7355,-0.612166666666667,1.4598333333333302,-0.222625,-0.763625,-1.12175,Basal
TCGA-AN-A0FK,0.956142857142857,-0.8056875,1.02725,2.73625,-0.366,0.8383333333333329,0.3600833333333329,0.95825,-1.0081,-0.05925,-1.5466666666666697,0.15925,0.3146,-0.6727142857142859,-1.26066666666667,0.15325,0.562833333333333,1.0113,-1.4609999999999999,-1.0945,-0.741625,0.3415,-0.4525,-1.92225,-1.129,-3.59433333333333,-0.40299999999999997,0.421625,-0.6535,1.4855,-1.025,0.113125,0.3958,-0.4011666666666671,-0.3992,-0.423,3.38125,-0.22683333333333303,0.5529999999999999,-0.5745,3.52783333333333,-0.764,-1.59175,0.780375,0.652,-0.552666666666667,1.4271666666666698,0.617625,0.8355,-0.509,LumA
TCGA-AN-A0FL,2.36171428571429,-2.0475,-0.147,-0.1925,-0.49200000000000005,-0.961333333333333,0.10975,0.445375,-0.3944,-0.12825,-1.8382666666666698,-0.64075,0.6247,-1.491625,-0.12266666666666699,0.46725,0.3545,1.8038,2.5785,-2.9320833333333303,1.365125,-0.42225,0.023,-1.54975,-0.3551666666666671,-2.16583333333333,-1.8466666666666698,0.20925,0.1815,0.183,-1.20525,-0.224125,0.61175,1.83516666666667,-0.3084,1.4365,3.07825,-1.07333333333333,1.42816666666667,-1.232375,2.3053333333333303,0.34299999999999997,-1.09725,1.254625,0.41,-1.13216666666667,0.649333333333333,-0.14425,-0.48375,-0.6455,Basal
TCGA-AN-A0FN,-0.30607142857142894,-0.4133125,0.49675,2.299375,-0.527,-0.112416666666667,-0.56825,0.520375,-1.8915,0.33275,-2.1914,-0.8395,0.5663,-0.9790000000000001,-1.21883333333333,-0.1095,2.9236666666666697,0.2507,-0.688,-1.8441666666666698,-0.047375,0.147,-0.016,-1.325,-0.312666666666667,-1.34566666666667,0.2395,0.090375,0.1245,1.33425,-0.63025,0.160125,0.5644,1.09683333333333,-0.5827,-0.05725,3.637,-0.2534,0.349166666666667,0.352375,4.473,-0.5025,0.25825,-0.22425,0.5785,0.8905,1.52933333333333,0.128,0.00549999999999996,2.92375,LumA
TCGA-AN-A0FS,-1.5805714285714298,0.887875,1.5465,2.176375,-1.9675,2.19675,-0.166416666666667,0.369375,-2.8126,0.2725,-2.2178666666666698,-0.0115,-0.1933,-1.09,-1.12066666666667,-0.68225,1.6448333333333303,0.3924,-1.74875,-1.9695833333333301,0.01825,0.13625,-0.5375,-0.68775,-0.987,-1.82583333333333,-0.23966666666666697,0.468375,-0.8065,2.28175,-0.33675,0.7195,1.78658333333333,1.11333333333333,-0.6537,0.23275,3.6695,-0.3883333333333329,0.349333333333333,0.03925,4.39633333333333,-0.40399999999999997,-1.52,0.828125,-0.46399999999999997,-0.0758333333333334,0.4818333333333329,1.24575,0.167375,0.9585,LumA
TCGA-AN-A0FT,-2.99328571428571,-0.07025,2.19975,4.774375,1.401,0.4159166666666671,0.33341666666666697,1.238,-2.7910000000000004,1.42175,-2.3139333333333303,-1.352,0.9447,-1.85475,0.981,0.05075,1.128,-0.657,-2.36975,-1.48341666666667,-0.71625,-0.55575,-0.395,-0.201,-0.119833333333333,2.3356666666666697,-1.0285,0.754125,0.8245,-1.06375,-0.52775,-0.919125,0.5155,-0.45399999999999996,0.5508,-0.27899999999999997,4.09575,0.250333333333333,0.866333333333333,-0.665875,4.4525,-0.821,-0.09725,0.270625,0.728,0.2695,0.9059999999999999,0.68225,0.199625,-0.43725,LumA
TCGA-AN-A0FV,-3.08,-1.3315,1.128,3.111375,-0.5770000000000001,-0.4850833333333329,0.54175,0.491625,-3.0804,0.45875,-1.95806666666667,0.11875,0.2625,-1.50925,0.570166666666667,-0.7759999999999999,0.978166666666667,0.3994,-1.7505,-1.62425,1.12675,-1.38,-0.4275,-1.3519999999999999,-0.4898333333333329,0.293,0.00266666666666667,0.96275,-0.019,-0.444,-0.16675,0.309875,0.38825,0.46183333333333293,-0.2077,-1.0390000000000001,3.5205,0.0455,0.8025,-0.9575,2.5075,-0.065,-0.10775,0.048125,0.377,1.8445,1.26783333333333,0.09125,0.51375,-0.08800000000000001,Her2
